"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL415132"	""	""	"Small molecule"	"0"	"1967.04"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1964.7660"	"None"	"C104H114Cl2N14O21"	"CCCCc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(NC)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(cc(O)c(CN5CCN(Cc6ccc(-c7ccccc7)cc6)CC5)c4O)[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1"
"CHEMBL413430"	""	""	"Small molecule"	"0"	"1237.54"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1236.2791"	"None"	"C53H56N16O8S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCCCN=C(N)N)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL2146107"	"OXIMONAM SODIUM"	"OXIMONAM SODIUM|SQ 82629"	"Small molecule"	"0"	"379.33"	""	""	"-1.19"	"156.44"	"9"	"3"	"0"	"7"	"N"	"0.31"	"2.92"	"3.53"	"-1.31"	"-4.05"	"1"	"MOL"	"0"	"24"	"11"	"4"	"1"	"357.0743"	"ACID"	"C12H14N5NaO6S"	"CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)[O-])[C@H]1C)c1csc(N)n1.[Na+]"
"CHEMBL2106443"	"EFROTOMYCIN"	"EFROTOMYCIN|MK-621"	"Oligosaccharide"	"0"	"1145.35"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1144.5930"	"None"	"C59H88N2O20"	"C/C=C/C=C/[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@@H]2O[C@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)ccn(C)c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@H]3OC)[C@@H](OC)[C@H]2O)C1(C)C"
"CHEMBL3989599"	"MIROSAMICIN"	"MIROSAMICIN"	"Small molecule"	"0"	"727.89"	""	""	"1.76"	"175.21"	"14"	"3"	"2"	"9"	"N"	"0.23"	"11.95"	"8.38"	"3.48"	"2.46"	"0"	"MOL"	"0"	"51"	"14"	"3"	"2"	"727.4143"	"NEUTRAL"	"C37H61NO13"	"CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2[C@]1(O)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC"
"CHEMBL2105869"	"ROSARAMICIN SODIUM PHOSPHATE"	"ROSAMICIN SODIUM PHOSPHATE|ROSARAMICIN SODIUM PHOSPHATE|SCH 14947.NAH2P04"	"Small molecule"	"0"	"701.72"	""	""	"2.67"	"135.13"	"10"	"2"	"1"	"6"	"N"	"0.27"	"12.82"	"7.68"	"2.68"	"2.21"	"0"	"MOL"	"0"	"41"	"10"	"2"	"1"	"581.3564"	"NEUTRAL"	"C31H53NNaO13P"	"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C.O=P([O-])(O)O.[Na+]"
"CHEMBL2108066"	"OZOGAMICIN"	"OZOGAMICIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2106036"	"TERDECAMYCIN"	"TERDECAMYCIN"	"Small molecule"	"0"	"585.70"	""	""	"2.11"	"142.55"	"9"	"2"	"1"	"3"	"N"	"0.29"	"11.93"	"6.89"	"2.48"	"2.36"	"0"	"MOL"	"0"	"42"	"11"	"2"	"2"	"585.3050"	"NEUTRAL"	"C31H43N3O8"	"CC(=O)C(=O)N[C@@H]1/C=C(C)/C=C/[C@@H](OC(=O)N2CCN(C)CC2)C/C=C(C)/C=C/[C@@H](O)C[C@H]2OC(=O)[C@]1(C)C(=O)[C@@H]2C"
"CHEMBL2146063"	"CHLORTETRACYCLINE HYDROCHLORIDE"	"AUREOMICINA|Aureomycin|CHLORTET HCL|CHLORTETRACYCLINE HYDROCHLORIDE|Fermycin|Isaphamycin"	"Small molecule"	"4"	"515.35"	"32"	"43"	"0.44"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.64"	"8.55"	"-2.89"	"-3.33"	"1"	"MOL"	"0"	"33"	"10"	"7"	"1"	"478.1143"	"ZWITTERION"	"C22H24Cl2N2O8"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl"
"CHEMBL413213"	""	""	"Small molecule"	"0"	"1196.44"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1195.2050"	"None"	"C51H49N13O10S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCC(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL2109112"	"BLASTOMYCIN"	"BLASTOMYCIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2105819"	"MARIDOMYCIN"	"MARIDOMYCIN"	"Small molecule"	"0"	"829.98"	""	""	"1.98"	"218.58"	"17"	"3"	"2"	"12"	"N"	"0.08"	"12.70"	"7.90"	"2.33"	"1.72"	"0"	"MOL"	"0"	"58"	"17"	"3"	"2"	"829.4460"	"NEUTRAL"	"C41H67NO16"	"CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C[C@@H]4O[C@H]4/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"CHEMBL1909065"	"MADURAMICIN"	"CL 273,703|MADURAMICIN"	"Small molecule"	"0"	"917.14"	"107"	"266"	"4.32"	"208.75"	"16"	"4"	"2"	"13"	"N"	"0.20"	"4.01"	"None"	"4.77"	"1.62"	"0"	"MOL"	"0"	"64"	"17"	"4"	"2"	"916.5396"	"ACID"	"C47H80O17"	"CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC"
"CHEMBL1200599"	"DIFENOXIN HYDROCHLORIDE"	"DIFENOXIN HYDROCHLORIDE|Difenoxin hydrochloride"	"Small molecule"	"4"	"461.00"	""	""	"5.00"	"64.33"	"3"	"1"	"1"	"7"	"N"	"0.58"	"3.38"	"9.41"	"2.65"	"2.65"	"3"	"MOL"	"0"	"32"	"4"	"1"	"1"	"424.2151"	"ZWITTERION"	"C28H29ClN2O2"	"Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL2107141"	"ORPANOXIN"	"F-776|ORPANOXIN"	"Small molecule"	"0"	"266.68"	""	""	"3.11"	"70.67"	"3"	"2"	"0"	"4"	"N"	"0.89"	"4.42"	"None"	"2.21"	"-0.66"	"2"	"MOL"	"0"	"18"	"4"	"2"	"0"	"266.0346"	"ACID"	"C13H11ClO4"	"O=C(O)CC(O)c1ccc(-c2ccc(Cl)cc2)o1"
"CHEMBL265272"	""	""	"Small molecule"	"0"	"1226.46"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1225.2155"	"None"	"C52H51N13O11S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCC[C@H](O)C(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL293566"	""	""	"Small molecule"	"0"	"830.11"	"3"	"3"	"1.84"	"183.32"	"15"	"5"	"2"	"8"	"N"	"0.18"	"11.25"	"14.34"	"2.69"	"-1.42"	"0"	"MOL"	"-1"	"58"	"15"	"5"	"2"	"829.5664"	"BASE"	"C43H79N3O12"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(C#CCN(C)C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL298584"	""	""	"Small molecule"	"0"	"758.99"	"3"	"3"	"1.56"	"188.87"	"14"	"6"	"3"	"7"	"N"	"0.16"	"11.31"	"9.76"	"2.01"	"-1.70"	"0"	"MOL"	"-1"	"53"	"14"	"6"	"3"	"758.4929"	"BASE"	"C39H70N2O12"	"C#C[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC"
"CHEMBL262436"	""	""	"Small molecule"	"0"	"1367.63"	"2"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1366.2945"	"None"	"C59H62N14O13S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N[C@@H](CCC(=O)O)C(=O)NCCCCCC(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL292597"	""	""	"Small molecule"	"0"	"775.03"	"3"	"3"	"2.50"	"188.87"	"14"	"6"	"3"	"9"	"N"	"0.15"	"12.32"	"9.77"	"3.01"	"-0.90"	"0"	"MOL"	"-1"	"54"	"14"	"6"	"3"	"774.5242"	"BASE"	"C40H74N2O12"	"C=CC[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC"
"CHEMBL294149"	""	""	"Small molecule"	"0"	"801.03"	"3"	"3"	"2.68"	"202.01"	"15"	"6"	"3"	"8"	"N"	"0.21"	"11.27"	"9.76"	"2.55"	"-1.14"	"1"	"MOL"	"-1"	"56"	"15"	"6"	"3"	"800.5034"	"BASE"	"C41H72N2O13"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(c3ccco3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL405483"	""	""	"Small molecule"	"0"	"1632.48"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1630.4775"	"None"	"C81H80Cl2N10O23"	"CCCCc1ccc(CN2CCN(Cc3c(O)cc4c(c3O)-c3cc(ccc3O)C3NC(=O)C5NC(=O)C6NC(=O)C(Cc7ccc(cc7)Oc7cc5cc(c7OC5OC(C(=O)O)C(O)C(O)C5N)Oc5ccc(cc5Cl)C(O)C(NC3=O)C(=O)N[C@H]4C(=O)O)NC(=O)C(NC)c3ccc(O)c(c3)Oc3cc(O)c(Cl)c6c3)CC2)cc1"
"CHEMBL2272031"	"PENTAMYCIN"	"PENTAMYCIN"	"Small molecule"	"0"	"670.84"	"1"	"2"	"0.86"	"228.60"	"12"	"10"	"3"	"5"	"N"	"0.15"	"12.89"	"None"	"-0.68"	"-0.68"	"0"	"MOL"	"0"	"47"	"12"	"10"	"3"	"670.3928"	"NEUTRAL"	"C35H58O12"	"CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O"
"CHEMBL434021"	""	""	"Small molecule"	"0"	"787.04"	"3"	"3"	"2.29"	"180.08"	"14"	"5"	"2"	"7"	"N"	"0.19"	"11.28"	"14.34"	"3.26"	"-0.24"	"0"	"MOL"	"-1"	"55"	"14"	"5"	"2"	"786.5242"	"BASE"	"C41H74N2O12"	"CC#C[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC"
"CHEMBL384064"	""	""	"Small molecule"	"0"	"1334.13"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1332.2341"	"None"	"C65H50Cl2N8O18S"	"NC1Cc2ccc(c(Cl)c2)Oc2cc3cc(c2O)Oc2ccc(cc2Cl)C(O)C2NC(=O)C(NC(=O)C3NC(=O)C(c3cc(O)cc(Oc4cc(C5NC(=S)N(c6ccccc6)C5=O)ccc4O)c3)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC2=O"
"CHEMBL1236180"	"EPITETRACYCLINE"	""	"Small molecule"	"0"	"444.44"	"1"	"1"	"-0.21"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.34"	"2.91"	"8.81"	"-3.47"	"-3.70"	"1"	"MOL"	"0"	"32"	"10"	"7"	"1"	"444.1533"	"ZWITTERION"	"C22H24N2O8"	"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL19687"	"STALLIMYCIN HYDROCHLORIDE"	"F.I. 6426|Herperal|STALLIMYCIN HYDROCHLORIDE"	"Small molecule"	"0"	"517.98"	""	""	"0.83"	"181.06"	"8"	"6"	"1"	"10"	"N"	"0.14"	"None"	"12.55"	"-1.08"	"-3.35"	"3"	"MOL"	"0"	"35"	"13"	"7"	"2"	"481.2186"	"BASE"	"C22H28ClN9O4"	"Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N"
"CHEMBL61361"	""	""	"Small molecule"	"0"	"763.02"	"3"	"3"	"2.29"	"180.08"	"14"	"5"	"2"	"7"	"N"	"0.24"	"12.40"	"9.57"	"2.73"	"-0.95"	"0"	"MOL"	"-1"	"53"	"14"	"5"	"2"	"762.5242"	"BASE"	"C39H74N2O12"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](C)(O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL437815"	""	""	"Small molecule"	"0"	"1178.23"	"3"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1177.4829"	"None"	"C56H67N13O16"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccc(OCc5ccccc5)cc4)oc3c2)NC1=O"
"CHEMBL384256"	""	""	"Small molecule"	"0"	"1253.53"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1252.2628"	"None"	"C54H56N14O10S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCC[N+]4([O-])CCOCC4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL407365"	""	""	"Small molecule"	"0"	"1250.24"	"3"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1249.4887"	"None"	"C55H71N13O21"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccccc4OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)oc3c2)NC1=O"
"CHEMBL2303619"	"CHROMOMYCIN A3"	"CHROMOMYCIN A3|Chromomycin A3"	"Small molecule"	"0"	"1183.26"	"12"	"20"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1182.5094"	"None"	"C57H82O26"	"CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(C)=O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1"
"CHEMBL262912"	""	""	"Small molecule"	"0"	"1198.45"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1197.2206"	"None"	"C51H51N13O10S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCC(O)CO)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL2106491"	"CETOCYCLINE HYDROCHLORIDE"	"ABBOTT-40728|CETOCYCLINE HYDROCHLORIDE|CETOTETRINE HYDROCHLORIDE"	"Small molecule"	"0"	"447.87"	"10"	"13"	"1.27"	"158.15"	"8"	"5"	"0"	"1"	"N"	"0.35"	"2.45"	"7.86"	"-0.06"	"-0.19"	"2"	"MOL"	"0"	"30"	"8"	"6"	"1"	"411.1318"	"ACID"	"C22H22ClNO7"	"CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl"
"CHEMBL148"	"IMIPENEM"	"IMIPENEM|Imipenem|MK-0787"	"Small molecule"	"4"	"299.35"	"278"	"6570"	"-0.18"	"113.72"	"5"	"4"	"0"	"7"	"N"	"0.22"	"3.44"	"11.80"	"-3.80"	"-3.80"	"0"	"MOL"	"0"	"20"	"7"	"4"	"0"	"299.0940"	"ZWITTERION"	"C12H17N3O4S"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12"
"CHEMBL1231250"	"BICOZAMYCIN"	"BICOZAMYCIN"	"Small molecule"	"0"	"302.28"	""	""	"-3.30"	"148.35"	"7"	"6"	"1"	"3"	"N"	"0.30"	"9.47"	"None"	"-2.39"	"-2.39"	"0"	"MOL"	"0"	"21"	"9"	"6"	"1"	"302.1114"	"NEUTRAL"	"C12H18N2O7"	"C=C1CCO[C@]2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(O)NC2=O"
"CHEMBL2108240"	"CIROLEMYCIN"	"CIROLEMYCIN|U-12,241"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2106222"	"ESORUBICIN HYDROCHLORIDE"	"ESORUBICIN HYDROCHLORIDE|IMI 58"	"Small molecule"	"0"	"563.99"	""	""	"1.03"	"185.84"	"11"	"5"	"2"	"5"	"N"	"0.30"	"8.01"	"10.13"	"1.24"	"0.69"	"2"	"MOL"	"0"	"38"	"11"	"6"	"3"	"527.1791"	"BASE"	"C27H30ClNO10"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1.Cl"
"CHEMBL2108225"	"AZALOMYCIN"	"AZALOMYCIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2104756"	"AMICYCLINE"	"AMICYCLINE"	"Small molecule"	"0"	"429.43"	""	""	"-0.30"	"187.41"	"9"	"6"	"1"	"2"	"N"	"0.21"	"2.99"	"8.61"	"-3.43"	"-3.53"	"1"	"MOL"	"0"	"31"	"10"	"8"	"1"	"429.1536"	"ZWITTERION"	"C21H23N3O7"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12"
"CHEMBL2110869"	"LAIDLOMYCIN PROPIONATE"	"LAIDLOMYCIN"	"Small molecule"	"0"	"754.96"	""	""	"5.15"	"176.51"	"12"	"3"	"3"	"12"	"N"	"0.22"	"4.17"	"None"	"5.93"	"2.88"	"0"	"MOL"	"0"	"53"	"13"	"3"	"3"	"754.4503"	"ACID"	"C40H66O13"	"CCC(=O)OC[C@]1(O)O[C@H]([C@H]2C[C@H](C)[C@H]([C@]3(C)CC[C@H]([C@]4(C)CC[C@]5(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC(=O)CC)[C@H](C)C(=O)O)O5)O4)O3)O2)[C@@H](C)C[C@H]1C"
"CHEMBL4594337"	"GEMIBOTULINUMTOXIN A"	"AGN-151607|GEMIBOTULINUMTOXIN A|PM-12759"	"Protein"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1200502"	"AZITHROMYCIN MONOHYDRATE"	"AZITHROMYCIN MONOHYDRATE"	"Small molecule"	"2"	"767.01"	""	""	"1.90"	"180.08"	"14"	"5"	"2"	"7"	"N"	"0.24"	"12.43"	"9.57"	"2.44"	"-1.23"	"0"	"MOL"	"0"	"52"	"14"	"5"	"2"	"748.5085"	"BASE"	"C38H74N2O13"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O"
"CHEMBL3989807"	"PENGITOXIN"	"PENGITOXIN"	"Small molecule"	"0"	"991.13"	""	""	"5.07"	"233.41"	"19"	"1"	"3"	"12"	"N"	"0.15"	"6.82"	"None"	"4.42"	"3.74"	"0"	"MOL"	"0"	"70"	"19"	"1"	"3"	"990.4824"	"NEUTRAL"	"C51H74O19"	"CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](OC(C)=O)C[C@H](O[C@H]3[C@@H](OC(C)=O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](OC(C)=O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1OC(C)=O"
"CHEMBL2109083"	"DENOFUNGIN"	"DENOFUNGIN|U-28,009"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108770"	"SCARLET FEVER STREPTOCOCCUS TOXIN"	"DICK TEST|SCARLET FEVER STREPTOCOCCUS TOXIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3989459"	"LENAPENEM"	"LENAPENEM"	"Small molecule"	"0"	"399.51"	""	""	"-0.43"	"122.13"	"7"	"5"	"0"	"8"	"N"	"0.35"	"3.38"	"10.59"	"-4.85"	"-6.95"	"0"	"MOL"	"0"	"27"	"8"	"5"	"0"	"399.1828"	"ZWITTERION"	"C18H29N3O5S"	"CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1"
